"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF"
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-26",,,"0.00","0.0","0.0",,"24","11","11",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-27",,,"0.00","0.0","0.0",,"30","10","18",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-28",,,"0.00","0.0","0.0",,"47","16","23",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-29",,,"0.00","0.0","0.0",,"44","20","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-30",,,"0.01","0.3","0.0",,"47","22","22",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-01-31",,,"0.00","0.0","0.0",,"53","15","20",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-01",,,"0.00","0.0","0.0",,"60","17","38",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-02",,,"0.00","0.0","0.0",,"65","30","31",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-03",,,"0.00","0.0","0.0",,"43","25","25",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-04",,,"0.00","0.0","0.0",,"40","19","34",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-05",,,"0.37","4.6","5.0",,"35","8","8",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-06",,,"0.22","4.4","9.0",,"8","2","2",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-07",,,"0.06","1.0","8.0",,"2","-6","-6",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-08",,,"0.04","0.8","8.0",,"0","-9","-5",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-09",,,"0.00","0.2","7.0",,"-1","-6","-3",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-10",,,"0.03","0.6","7.0",,"1","-10","-10",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-11",,,"0.05","0.9","7.0",,"-8","-13","-10",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-12",,,"0.00","0.0","7.0",,"-2","-17","-17",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-13",,,"0.00","0.0","7.0",,"-3","-27","-11",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-14",,,"0.00","0.0","7.0",,"-4","-25","-5",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-15",,,"0.00","0.0","6.0",,"11","-5","10",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-16",,,"0.06","0.9","8.0",,"24","9","15",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-17",,,"0.01","0.1","8.0",,"25","13","15",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-18",,,"0.00","0.0","8.0",,"30","0","7",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-19",,,"0.00","0.0","7.0",,"41","7","26",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-20",,,"0.00","0.0","7.0",,"39","16","24",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-21",,,"0.00","0.0","6.0",,"47","18","46",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-22",,,"0.00","0.0","0.0",,"55","36","43",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-23",,,"0.08","0.0","0.0",,"44","28","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-24",,,"0.01","0.0","0.0",,"38","19","25",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-25",,,"0.00","0.0","0.0",,"45","23","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-26",,,"0.00","0.0","0.0",,"42","25","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-27",,,"0.03","0.5","0.0",,"34","17","22",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-02-28",,,"0.00","0.0","0.0",,"43","12","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-01",,,"0.00","0.0","0.0",,"52","28","40",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-02",,,"0.00","0.0","0.0",,"60","31","34",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-03",,,"0.00","0.0","0.0",,"62","24","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-04",,,"0.00","0.0","0.0",,"59","23","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-05",,,"0.00","0.0","0.0",,"63","27","32",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-06",,,"0.00","0.0","0.0",,"65","25","40",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-07",,,"0.00","0.0","0.0",,"59","28","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-08",,,"0.00","0.0","0.0",,"55","26","39",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-09",,,"0.00","0.0","0.0",,"50","26","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-10",,,"0.00","0.0","0.0",,"48","27","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-11",,,"0.00","0.0","0.0",,"47","24","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-12",,,"0.00","0.0","0.0",,"57","22","26",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-13",,,"0.00","0.0","0.0",,"57","18","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-14",,,"0.00","0.0","0.0",,"59","31","37",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-15",,,"0.00","0.0","0.0",,"50","26","36",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-16",,,"0.00","0.0","0.0",,"44","29","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-17",,,"0.00","0.0","0.0",,"57","21","36",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-18",,,"0.00","0.0","0.0",,"67","23","38",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-19",,,"0.00","0.0","0.0",,"75","31","52",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-20",,,"0.64","0.0","0.0",,"52","34","37",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-21",,,"0.00","0.0","0.0",,"54","33","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-22",,,"0.00","0.0","0.0",,"49","29","34",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-23",,,"0.00","0.0","0.0",,"44","27","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-24",,,"0.00","0.0","0.0",,"51","20","36",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-25",,,"0.00","0.0","0.0",,"50","32","37",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-26",,,"0.00","0.0","0.0",,"51","32","38",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-27",,,"0.00","0.0","0.0",,"58","35","38",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-28",,,"0.00","0.0","0.0",,"74","36","60",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-29",,,"0.00","0.0","0.0",,"62","26","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-30",,,"0.00","0.0","0.0",,"40","23","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-03-31",,,"0.00","0.0","0.0",,"56","22","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-01",,,"0.00","0.0","0.0",,"77","27","50",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-02",,,"0.00","0.0","0.0",,"76","35","48",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-03",,,"0.00","0.0","0.0",,"79","36","50",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-04",,,"0.00","0.0","0.0",,"79","38","64",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-05",,,"0.00","0.0","0.0",,"64","45","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-06",,,"0.15","0.0","0.0",,"46","34","36",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-07",,,"0.00","0.0","0.0",,"68","30","48",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-08",,,"0.08","0.0","0.0",,"69","37","38",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-09",,,"0.00","0.0","0.0",,"59","31","40",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-10",,,"0.08","0.0","0.0",,"73","33","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-11",,,"0.00","0.0","0.0",,"47","32","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-12",,,"0.00","0.0","0.0",,"44","26","32",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-13",,,"0.00","0.0","0.0",,"39","28","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-14",,,"0.00","0.0","0.0",,"37","28","30",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-15",,,"0.06","0.0","0.0",,"37","29","34",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-16",,,"0.00","0.0","0.0",,"52","33","41",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-17",,,"0.00","0.0","0.0",,"65","29","42",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-18",,,"0.23","1.7","2.0",,"63","31","31",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-19",,,"0.08","1.4","0.0",,"41","27","32",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-20",,,"0.00","0.0","0.0",,"45","25","28",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-21",,,"0.00","0.0","0.0",,"55","21","32",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-22",,,"0.02","0.0","0.0",,"63","25","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-23",,,"0.08","0.7","0.0",,"41","30","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-24",,,"0.00","0.0","0.0",,"60","29","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-25",,,"0.34","0.0","0.0",,"59","36","44",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-26",,,"0.06","0.0","0.0",,"55","41","43",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-27",,,"0.00","0.0","0.0",,"66","34","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-28",,,"0.00","0.0","0.0",,"72","36","50",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-29",,,"0.00","0.0","0.0",,"79","41","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-04-30",,,"0.00","0.0","0.0",,"89","49","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-01",,,"0.38","0.0","0.0",,"80","48","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-02",,,"0.35","0.0","0.0",,"54","44","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-03",,,"0.00","0.0","0.0",,"60","35","46",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-04",,,"0.01","0.0","0.0",,"64","40","50",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-05",,,"0.01","0.0","0.0",,"64","38","44",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-06",,,"0.00","0.0","0.0",,"73","35","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-07",,,"0.00","0.0","0.0",,"76","43","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-08",,,"0.28","0.0","0.0",,"55","41","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-09",,,"0.13","0.0","0.0",,"52","42","42",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-10",,,"0.00","0.0","0.0",,"54","39","39",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-11",,,"0.01","0.0","0.0",,"62","37","46",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-12",,,"0.00","0.0","0.0",,"69","36","52",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-13",,,"0.07","0.0","0.0",,"69","45","48",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-14",,,"0.01","0.0","0.0",,"73","43","49",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-15",,,"0.00","0.0","0.0",,"74","41","51",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-16",,,"0.00","0.0","0.0",,"79","42","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-17",,,"0.00","0.0","0.0",,"85","44","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-18",,,"0.00","0.0","0.0",,"90","49","63",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-19",,,"0.08","0.0","0.0",,"76","51","56",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-20",,,"0.10","0.0","0.0",,"58","35","35",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-21",,,"0.04","0.0","0.0",,"37","33","33",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-22",,,"0.00","0.0","0.0",,"50","33","45",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-23",,,"0.06","0.0","0.0",,"68","44","55",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-24",,,"0.00","0.0","0.0",,"76","45","55",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-25",,,"0.01","0.0","0.0",,"74","47","54",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-26",,,"0.01","0.0","0.0",,"58","47","48",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-27",,,"0.00","0.0","0.0",,"74","45","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-28",,,"0.00","0.0","0.0",,"78","47","52",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-29",,,"0.00","0.0","0.0",,"72","46","49",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-30",,,"0.00","0.0","0.0",,"77","36","57",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-05-31",,,"0.00","0.0","0.0",,"86","41","63",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-01",,,"0.00","0.0","0.0",,"86","50","64",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-02",,,"0.00","0.0","0.0",,"91","52","67",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-03",,,"0.00","0.0","0.0",,"100","55","76",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-04",,,"0.04","0.0","0.0",,"100","66","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-05",,,"0.00","0.0","0.0",,"98","59","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-06",,,"0.03","0.0","0.0",,"80","54","66",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-07",,,"0.00","0.0","0.0",,"84","51","68",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-08",,,"0.01","0.0","0.0",,"82","60","61",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-09",,,"0.00","0.0","0.0",,"96","51","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-10",,,"0.06","0.0","0.0",,"92","56","57",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-11",,,"0.00","0.0","0.0",,"80","53","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-12",,,"0.00","0.0","0.0",,"91","44","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-13",,,"0.00","0.0","0.0",,"96","53","75",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-14",,,"0.00","0.0","0.0",,"106","58","84",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-15",,,"0.00","0.0","0.0",,"108","62","72",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-16",,,"0.00","0.0","0.0",,"90","63","73",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-17",,,"0.00","0.0","0.0",,"91","54","65",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-18",,,"0.00","0.0","0.0",,"88","51","67",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-19",,,"0.00","0.0","0.0",,"92","55","68",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-20",,,"0.02","0.0","0.0",,"70","58","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-21",,,"0.00","0.0","0.0",,"85","49","64",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-22",,,"0.00","0.0","0.0",,"98","52","78",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-23",,,"0.00","0.0","0.0",,"96","63","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-24",,,"0.05","0.0","0.0",,"93","58","63",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-25",,,"0.04","0.0","0.0",,"81","56","64",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-26",,,"0.00","0.0","0.0",,"84","58","70",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-27",,,"0.00","0.0","0.0",,"89","66","73",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-28",,,"0.00","0.0","0.0",,"89","55","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-29",,,"0.00","0.0","0.0",,"95","54","73",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-06-30",,,"0.00","0.0","0.0",,"99","56","75",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-01",,,"0.00","0.0","0.0",,"103","60","75",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-02",,,"0.00","0.0","0.0",,"103","63","79",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-03",,,"0.01","0.0","0.0",,"103","70","76",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-04",,,"0.00","0.0","0.0",,"98","64","76",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-05",,,"0.06","0.0","0.0",,"79","63","63",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-06",,,"0.00","0.0","0.0",,"96","56","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-07",,,"0.02","0.0","0.0",,"98","61","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-08",,,"0.00","0.0","0.0",,"99","61","74",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-09",,,"0.27","0.0","0.0",,"90","58","59",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-10",,,"0.00","0.0","0.0",,"93","54","74",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-11",,,"0.00","0.0","0.0",,"101","56","76",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-12",,,"0.00","0.0","0.0",,"91","60","78",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-13",,,"0.01","0.0","0.0",,"86","66","67",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-14",,,"0.00","0.0","0.0",,"88","55","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-15",,,"0.00","0.0","0.0",,"99","55","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-16",,,"0.00","0.0","0.0",,"99","69","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-17",,,"0.00","0.0","0.0",,"103","63","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-18",,,"0.00","0.0","0.0",,"105","60","86",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-19",,,"0.00","0.0","0.0",,"111","64","88",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-20",,,"0.00","0.0","0.0",,"96","71","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-21",,,"0.00","0.0","0.0",,"96","64","70",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-22",,,"0.00","0.0","0.0",,"98","65","73",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-23",,,"0.00","0.0","0.0",,"98","65","73",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-24",,,"0.00","0.0","0.0",,"95","54","75",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-25",,,"0.00","0.0","0.0",,"101","55","75",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-26",,,"0.00","0.0","0.0",,"102","60","82",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-27",,,"0.00","0.0","0.0",,"106","61","86",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-28",,,"0.00","0.0","0.0",,"90","74","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-29",,,"0.00","0.0","0.0",,"92","68","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-30",,,"0.00","0.0","0.0",,"99","66","82",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-07-31",,,"0.00","0.0","0.0",,"99","66","82",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-01",,,"0.00","0.0","0.0",,"97","63","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-02",,,"0.00","0.0","0.0",,"98","62","79",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-03",,,"0.75","0.0","0.0",,"82","62","66",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-04",,,"0.00","0.0","0.0",,"96","64","74",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-05",,,"0.01","0.0","0.0",,"93","61","74",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-06",,,"0.00","0.0","0.0",,"90","67","70",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-07",,,"0.00","0.0","0.0",,"93","60","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-08",,,"0.00","0.0","0.0",,"101","60","64",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-09",,,"0.09","0.0","0.0",,"81","55","61",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-10",,,"0.00","0.0","0.0",,"90","50","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-11",,,"0.00","0.0","0.0",,"96","56","77",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-12",,,"0.00","0.0","0.0",,"85","61","68",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-13",,,"0.00","0.0","0.0",,"90","51","71",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-14",,,"0.00","0.0","0.0",,"98","54","72",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-15",,,"0.00","0.0","0.0",,"97","63","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-16",,,"0.00","0.0","0.0",,"103","63","84",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-17",,,"0.00","0.0","0.0",,"94","63","67",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-18",,,"0.49","0.0","0.0",,"67","50","52",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-19",,,"0.07","0.0","0.0",,"59","52","56",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-20",,,"0.76","0.0","0.0",,"70","54","55",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-21",,,"0.00","0.0","0.0",,"78","49","60",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-22",,,"0.04","0.0","0.0",,"82","56","58",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-23",,,"0.00","0.0","0.0",,"92","48","69",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-24",,,"0.00","0.0","0.0",,"76","50","60",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-25",,,"0.01","0.0","0.0",,"77","50","67",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-26",,,"0.00","0.0","0.0",,"85","57","65",,
"USC00240801","BILLINGS WEATHER FORECAST OFFICE, MT US","2021-08-27",,,"0.01","0.0","0.0",,"78","53","59",,
